"department = sweing";"department = finishing_finishing ";"team";"targeted_productivity";"smv";"over_time";"idle_men";"no_of_style_change";"work_cond_f2";"actual_productivity"
0;1;4;0.8;3.94;1200.0;0.0;0.0;49.72487367866961;0.971866667
0;1;4;0.8;4.3;960.0;0.0;0.0;54.562743458329784;0.44791666700000005
1;0;5;0.8;11.61;7080.0;0.0;0.0;54.904246333478916;0.800148649
1;0;12;0.8;15.26;4080.0;0.0;0.0;56.99523363406904;0.8004019609999999
1;0;13;0.35;15.26;6120.0;0.0;0.0;20.122262814612647;0.999999
1;0;5;0.65;20.79;7080.0;0.0;0.0;33.283823670905235;0.800473729
1;0;3;0.8;19.87;6420.0;0.0;0.0;37.73626243793054;0.690182815
1;0;1;0.6;22.53;5040.0;0.0;1.0;32.53561517375421;0.268214286
0;1;5;0.8;4.6;7560.0;0.0;0.0;35.68137984783593;0.921604938
1;0;2;0.75;19.87;6600.0;0.0;0.0;52.63997511014935;0.75024303
1;0;14;0.8;22.52;6840.0;0.0;0.0;72.99926288975664;0.25005760225
0;1;9;0.75;2.9;1800.0;0.0;0.0;55.225592186723325;0.821666667
1;0;14;0.8;22.52;6780.0;0.0;0.0;57.967905603003494;0.22503392325
1;0;9;0.8;26.16;10620.0;0.0;0.0;36.97989750248837;0.8511741140000001
0;1;9;0.75;2.9;960.0;0.0;0.0;37.97515682639877;0.4078125
1;0;9;0.75;29.12;6960.0;0.0;0.0;65.4168141213447;0.7505931029999999
0;1;4;0.8;3.94;6600.0;0.0;0.0;41.25509761248621;0.8616790120000001
1;0;5;0.7;27.48;6840.0;0.0;0.0;35.580643847926495;0.7006596490000001
1;0;8;0.75;29.4;6840.0;0.0;0.0;62.94380175465203;0.750473684
0;1;13;0.8;4.6;3780.0;0.0;0.0;41.22707077728883;0.999999
1;0;6;0.75;18.79;3360.0;0.0;0.0;56.1408787539924;0.7506213540000001
1;0;9;0.7;29.12;6960.0;0.0;0.0;82.43904138395442;0.850170115
1;0;12;0.8;15.26;4080.0;0.0;0.0;53.93587158384896;0.8004019609999999
0;1;9;0.8;3.94;1440.0;0.0;0.0;60.62533271687812;0.891723485
0;1;1;0.8;3.94;1440.0;0.0;0.0;67.22891295720675;0.853666667
1;0;2;0.8;28.08;10050.0;0.0;0.0;56.9409034886549;0.8004972459999999
1;0;6;0.8;11.41;14640.0;0.0;0.0;58.17873886984255;0.800024932
0;1;14;0.8;3.94;1200.0;0.0;0.0;70.69016868566516;0.24296666675
1;0;1;0.8;28.08;6300.0;0.0;0.0;47.57493525909692;0.800725314
1;0;1;0.65;22.94;10260.0;0.0;0.0;37.970576009086145;0.700029771
0;1;10;0.75;3.94;3780.0;0.0;0.0;54.47652703516525;0.997792208
1;0;9;0.75;18.79;6240.0;0.0;1.0;51.21830224834636;0.750395513
0;1;14;0.7;3.9;960.0;0.0;0.0;44.14339247343555;0.139140625
1;0;2;0.8;28.08;10530.0;0.0;0.0;34.3577430930991;0.8
1;0;9;0.8;29.12;6960.0;0.0;0.0;47.57471332299142;0.7999632179999999
1;0;1;0.75;26.82;7140.0;0.0;0.0;30.423607102277018;0.8504268909999999
0;1;14;0.8;3.94;1800.0;0.0;0.0;33.7085253698529;0.24522727274999997
1;0;10;0.8;22.52;6720.0;0.0;0.0;51.193639043655054;0.920236905
1;0;6;0.35;18.79;1800.0;0.0;0.0;40.91218829209695;0.43799533799999996
0;1;1;0.8;3.94;1440.0;0.0;0.0;47.3807889949041;0.951420455
0;1;7;0.8;2.9;1440.0;0.0;0.0;35.66648235116854;0.681060606
0;1;9;0.8;3.94;1800.0;0.0;0.0;45.991778922255314;0.82680303
1;0;8;0.8;25.9;6780.0;0.0;0.0;30.54160517854055;0.8006843659999999
1;0;5;0.7;30.1;6960.0;0.0;0.0;58.764631143950794;0.562212644
1;0;1;0.8;22.52;3840.0;0.0;0.0;50.89264879744975;0.8004705129999999
0;1;2;0.75;3.94;960.0;0.0;0.0;64.54732962493938;0.755166667
1;0;9;0.7;28.08;6900.0;0.0;0.0;76.29657811673201;0.699965217
1;0;14;0.8;28.08;10050.0;0.0;0.0;56.9409034886549;0.20012431149999999
0;1;13;0.7;4.15;1080.0;0.0;0.0;67.69643650602742;0.999999
0;1;2;0.8;3.94;1440.0;0.0;0.0;32.6927552402006;0.8357575759999999
0;1;14;0.7;3.9;960.0;0.0;0.0;53.450729195129256;0.14625
0;1;8;0.8;2.9;720.0;0.0;0.0;38.27223424958778;0.329545455
0;1;6;0.8;2.9;1800.0;0.0;0.0;48.548677626755456;0.804848485
1;0;4;0.7;22.52;10170.0;0.0;0.0;56.53171780320705;0.7005416999999999
1;0;13;0.8;15.26;1700.0;0.0;0.0;52.70553828947072;0.999999
0;1;5;0.7;4.15;9000.0;0.0;0.0;52.00422094782725;0.742901235
1;0;11;0.65;14.89;10260.0;0.0;0.0;25.609808886153214;0.650299575
1;0;8;0.7;29.4;4560.0;0.0;2.0;34.36406736266334;0.7005185190000001
1;0;14;0.8;22.52;6840.0;0.0;0.0;51.84863682378085;0.25005760225
1;0;14;0.7;30.33;1680.0;0.0;1.0;59.12017213570682;0.17515575
0;1;10;0.7;2.9;3360.0;0.0;0.0;54.24358750272077;0.632361111
1;0;3;0.8;22.52;6840.0;0.0;0.0;58.573983477117594;0.950185965
1;0;12;0.8;15.26;4080.0;0.0;0.0;44.3313472394411;0.8004019609999999
0;1;11;0.6;2.9;1200.0;0.0;0.0;55.04841329895758;0.715333333
1;0;14;0.6;15.28;1320.0;0.0;1.0;43.194062488373085;0.15002478625
1;0;8;0.65;15.09;240.0;0.0;0.0;45.308813852826525;0.6503071429999999
0;1;5;0.7;4.15;3840.0;0.0;0.0;41.51927107929169;0.8213541670000001
0;1;13;0.7;4.08;1620.0;0.0;0.0;46.742132111115524;0.999999
0;1;3;0.8;4.6;6300.0;0.0;0.0;36.76310790206082;0.921703704
0;1;9;0.8;3.94;1200.0;0.0;0.0;67.68969241412437;0.960433333
1;0;3;0.75;29.4;6840.0;0.0;2.0;78.35701239949353;0.750473684
0;1;14;0.8;3.94;1200.0;0.0;0.0;45.84826714150552;0.19333333325
0;1;14;0.75;3.94;1440.0;0.0;0.0;46.346678034161286;0.2425189395
0;1;14;0.7;3.94;960.0;0.0;0.0;25.1446071574225;0.16621875
1;0;14;0.75;26.82;7080.0;0.0;0.0;34.39284780297503;0.18751271175
0;1;2;0.8;3.94;1440.0;0.0;0.0;42.5294192199833;0.8208333329999999
0;1;9;0.8;2.9;960.0;0.0;0.0;56.883730526201276;0.3715625
0;1;10;0.75;3.94;3420.0;0.0;0.0;53.573978078747004;0.955151515
0;1;6;0.75;2.9;3360.0;0.0;0.0;29.270234337727054;0.271875
1;0;9;0.8;26.16;10620.0;0.0;0.0;41.23542289940549;0.8001171029999999
0;1;8;0.65;3.9;0.0;0.0;0.0;61.071074010137764;0.2640625
0;1;13;0.8;4.08;1080.0;0.0;0.0;46.58768833957072;0.999999
0;1;9;0.8;3.94;1440.0;0.0;0.0;31.707725006202274;0.8581439390000001
1;0;14;0.7;30.33;2160.0;0.0;1.0;38.546740034171854;0.17515575
1;0;8;0.7;24.26;6840.0;0.0;0.0;19.292698899308295;0.353259649
1;0;9;0.7;18.79;3240.0;0.0;1.0;59.37554119437741;0.6270111829999999
0;1;6;0.75;2.9;960.0;0.0;0.0;52.33209078113541;0.888125
0;1;2;0.8;3.94;1800.0;0.0;0.0;25.637735675872293;0.902222222
1;0;12;0.8;15.26;2040.0;0.0;0.0;50.53232273766929;0.800259023
0;1;9;0.75;2.9;960.0;0.0;0.0;57.10215502435537;0.44708333299999997
0;1;13;0.7;4.08;1620.0;0.0;0.0;18.4737785564704;0.999999
1;0;14;0.4;15.28;5400.0;30.0;1.0;27.222748569593044;0.0756925925
1;0;10;0.5;22.4;3390.0;0.0;0.0;48.13765775616415;0.49998033399999997
1;0;10;0.8;22.52;6720.0;0.0;0.0;37.646378793086456;0.900129762
0;1;9;0.8;3.94;960.0;0.0;0.0;59.63990869835621;0.656666667
1;0;8;0.8;25.9;10170.0;0.0;0.0;67.4825943515626;0.850136766
1;0;10;0.8;28.08;10530.0;0.0;0.0;40.95286384819439;0.8
0;1;1;0.8;3.94;1440.0;0.0;0.0;48.55941464561201;0.955151515
1;0;14;0.8;22.52;6780.0;0.0;0.0;33.22707897762351;0.22503392325
0;1;7;0.65;3.94;1440.0;0.0;0.0;41.214374517588155;0.646306818
0;1;8;0.8;2.9;1440.0;0.0;0.0;55.50493636792012;0.628882576
1;0;14;0.8;22.52;3600.0;0.0;0.0;53.79007602050877;0.22512726100000002
1;0;1;0.7;22.94;10260.0;0.0;0.0;64.03768726373887;0.800643806
0;1;7;0.8;2.9;1440.0;0.0;0.0;50.775143345165404;0.837594697
1;0;4;0.65;26.66;6780.0;0.0;0.0;36.144605770086876;0.750254867
1;0;5;0.7;20.4;10440.0;0.0;0.0;49.741500656917786;0.750344828
1;0;13;0.8;26.87;5670.0;0.0;0.0;87.7153649592814;0.999999
0;1;14;0.8;5.13;1800.0;0.0;0.0;52.61243653460894;0.14535
1;0;5;0.8;11.41;3660.0;0.0;0.0;55.701601835733115;0.7070459020000001
0;1;2;0.8;4.15;960.0;0.0;0.0;56.4529451990871;0.782447917
1;0;8;0.35;15.09;9360.0;0.0;0.0;52.71112746551815;0.34998951
1;0;10;0.8;22.52;6720.0;0.0;0.0;49.45964205906928;0.850532143
1;0;11;0.65;20.1;6480.0;0.0;0.0;55.75820504190273;0.650148148
1;0;6;0.8;18.79;4080.0;0.0;0.0;52.51638831491317;0.557252451
0;1;14;0.65;3.9;1920.0;0.0;0.0;34.40672153535205;0.13203125
0;1;7;0.8;3.94;960.0;0.0;0.0;49.13580831512056;0.6253125
1;0;4;0.5;26.66;6960.0;0.0;2.0;41.06918450486486;0.500258046
0;1;5;0.7;4.6;960.0;0.0;0.0;43.75981181406627;0.5920833329999999
0;1;13;0.8;4.6;0.0;0.0;0.0;52.58930393542445;0.999999
0;1;14;0.8;3.94;2160.0;0.0;0.0;15.229214396281442;0.24168981475
0;1;2;0.8;3.94;1440.0;0.0;0.0;24.7999500212054;0.8171022729999999
0;1;3;0.5;4.15;960.0;0.0;0.0;30.767114242119145;0.864583333
1;0;12;0.75;15.26;3600.0;0.0;0.0;34.74945997100176;0.7502833329999999
1;0;4;0.8;30.1;4080.0;0.0;1.0;38.398597063223185;0.800808642
0;1;8;0.8;2.9;1440.0;0.0;0.0;40.541190850656974;0.653598485
0;1;11;0.75;4.15;960.0;0.0;0.0;76.66079905964256;0.34583333299999997
0;1;10;0.75;2.9;960.0;0.0;0.0;69.26341665855043;0.763375
0;1;13;0.8;4.08;1080.0;0.0;0.0;56.654247056905376;0.999999
1;0;6;0.7;18.79;4020.0;0.0;0.0;46.55215232460428;0.700184577
1;0;7;0.7;24.26;6720.0;0.0;0.0;48.42665347709411;0.541517857
1;0;9;0.75;29.12;6960.0;0.0;0.0;43.55321203756681;0.7505931029999999
1;0;9;0.75;18.79;5640.0;0.0;0.0;75.90877924504183;0.750371895
0;1;14;0.75;3.9;1920.0;0.0;0.0;67.17454811747879;0.20481770824999998
0;1;7;0.8;2.9;1440.0;0.0;0.0;60.47347816224869;0.61625
0;1;12;0.75;4.08;1080.0;0.0;0.0;48.80057736019191;0.702666667
1;0;11;0.5;20.1;5880.0;0.0;0.0;43.14929299616387;0.5005673079999999
1;0;10;0.75;21.82;6000.0;0.0;0.0;49.53502372879198;0.7506079999999999
1;0;11;0.7;20.55;6480.0;0.0;0.0;49.203356866965066;0.700398148
1;0;2;0.8;28.08;10350.0;0.0;0.0;36.46514468290262;0.800594466
1;0;10;0.7;28.08;6900.0;0.0;0.0;63.1790974857225;0.699965217
1;0;12;0.8;15.26;4080.0;0.0;0.0;55.267669229489194;0.8004019609999999
0;1;14;0.8;3.94;1800.0;0.0;0.0;25.637735675872293;0.2255555555
1;0;4;0.8;30.1;6480.0;0.0;1.0;45.55230889528112;0.800071839
1;0;8;0.6;30.1;4560.0;0.0;1.0;33.147518840119076;0.714410494
1;0;1;0.8;22.52;6900.0;0.0;0.0;47.08347730763027;0.900147246
0;1;1;0.7;3.94;960.0;0.0;0.0;39.61396879446381;0.812625
0;1;13;0.75;4.08;1080.0;0.0;0.0;50.4980819666602;0.999999
1;0;13;0.8;11.41;3660.0;0.0;0.0;49.36269762967754;0.999999
1;0;14;0.5;22.94;9810.0;0.0;0.0;34.70236325383205;0.124999722
1;0;1;0.35;26.66;6600.0;0.0;2.0;59.02220418652043;0.378895152
1;0;7;0.8;25.9;10170.0;0.0;0.0;63.34553777940589;0.800128721
1;0;13;0.8;11.61;5670.0;0.0;0.0;30.175107971491023;0.999999
1;0;10;0.7;21.25;6000.0;0.0;1.0;53.14835256613053;0.456875
0;1;4;0.8;3.94;4440.0;0.0;0.0;72.40559016104962;0.827186544
0;1;6;0.75;2.9;1800.0;0.0;0.0;44.17883573825145;0.726933333
1;0;6;0.8;11.61;4470.0;0.0;0.0;40.09065596759352;0.80007657
0;1;4;0.8;4.3;1440.0;0.0;0.0;21.17150091828193;0.5375
1;0;14;0.6;30.33;6840.0;0.0;1.0;65.18731051717579;0.08203289475
0;1;10;0.8;3.94;960.0;0.0;0.0;67.68538903037819;0.7715833329999999
0;1;6;0.6;3.94;1200.0;0.0;0.0;43.87675596199421;0.971866667
1;0;7;0.65;22.52;10170.0;0.0;0.0;47.69292374951554;0.650416734
0;1;7;0.65;3.9;960.0;0.0;0.0;65.83021146724326;0.625625
1;0;6;0.8;11.61;5670.0;0.0;0.0;63.0128348433601;0.8002467529999999
1;0;8;0.6;24.26;6600.0;0.0;0.0;82.77544547020665;0.46682121200000004
1;0;6;0.75;18.79;3960.0;0.0;0.0;22.633218441258396;0.75065101
1;0;9;0.6;29.12;6660.0;0.0;0.0;18.767573464177907;0.600125217
1;0;2;0.7;22.94;10260.0;0.0;0.0;44.8729857059135;0.7500318979999999
0;1;14;0.75;3.94;1200.0;0.0;0.0;51.68196792104707;0.2364
1;0;14;0.35;26.66;6600.0;0.0;2.0;59.02220418652043;0.094723788
0;1;13;0.8;4.08;1080.0;0.0;0.0;49.42145709304485;0.999999
0;1;4;0.75;3.94;960.0;0.0;0.0;67.18682573928591;0.890604167
1;0;7;0.8;25.9;10170.0;0.0;0.0;55.13186079094872;0.850136766
0;1;9;0.75;3.94;1320.0;0.0;0.0;34.40657867930598;0.919954545
1;0;14;0.8;22.52;3660.0;0.0;0.0;61.803009839949766;0.20009373
0;1;14;0.8;3.94;3000.0;0.0;0.0;46.37181953797889;0.26266666675
0;1;3;0.5;5.13;960.0;0.0;0.0;48.31491209569075;0.2565
0;1;7;0.65;3.94;2160.0;0.0;0.0;40.344342545323535;0.8705808079999999
1;0;6;0.5;23.41;2280.0;0.0;1.0;49.00605670131561;0.500528095
0;1;14;0.75;3.94;2280.0;0.0;0.0;52.144549944864515;0.12614912275
0;1;6;0.8;2.9;960.0;0.0;0.0;53.206146937268976;0.773333333
1;0;7;0.6;30.1;3360.0;0.0;1.0;51.73097930017268;0.6000705129999999
1;0;4;0.7;30.1;5940.0;0.0;1.0;76.80317696648525;0.7005884059999999
1;0;5;0.65;20.4;8280.0;0.0;0.0;48.14709894760516;0.650066445
0;1;10;0.8;3.94;1200.0;0.0;0.0;61.33171047662699;0.840533333
1;0;3;0.8;30.1;6960.0;0.0;1.0;43.5425746049115;0.800071839
1;0;3;0.8;28.08;6540.0;0.0;0.0;52.75283482716863;0.8003229359999999
1;0;10;0.7;21.82;3240.0;0.0;1.0;47.5670149387926;0.700251773
1;0;5;0.5;27.48;6840.0;0.0;1.0;48.66753142561345;0.550403509
1;0;10;0.8;22.52;6720.0;0.0;0.0;47.02663415565796;0.9008
1;0;8;0.8;25.9;6780.0;0.0;0.0;74.90955792657408;0.8503451329999999
0;1;7;0.7;4.15;1800.0;0.0;0.0;55.396842262071765;0.929277778
1;0;9;0.8;26.16;10620.0;0.0;0.0;28.13411124181302;0.850502311
1;0;9;0.8;26.16;10620.0;0.0;0.0;40.878132190346435;0.850502311
1;0;8;0.8;25.9;8970.0;0.0;0.0;45.6646406765812;0.8504156279999999
0;1;8;0.7;5.13;960.0;0.0;0.0;43.59796435006828;0.58
1;0;2;0.8;22.52;6960.0;0.0;0.0;47.78827021301075;0.9499816090000001
1;0;11;0.8;11.41;3420.0;0.0;0.0;41.40661865411618;0.800034503
0;1;10;0.8;3.94;960.0;0.0;0.0;36.04790064025451;0.385791667
1;0;4;0.7;22.52;10260.0;0.0;0.0;59.239285507098955;0.750068049
1;0;9;0.8;26.16;10620.0;0.0;0.0;50.69039596530732;0.850502311
0;1;8;0.65;4.15;960.0;0.0;0.0;52.06112036808242;0.5619791670000001
1;0;10;0.7;19.68;5640.0;35.0;1.0;42.622450933807215;0.303574468
0;1;5;0.75;4.15;240.0;0.0;0.0;65.98552365896822;0.760833333
1;0;3;0.75;19.87;6600.0;0.0;0.0;31.2293444113124;0.75024303
1;0;14;0.8;22.52;3960.0;0.0;0.0;47.6145546183032;0.20006992325
1;0;3;0.8;19.87;9900.0;0.0;0.0;57.323981275946;0.8002738290000001
1;0;2;0.75;16.1;5400.0;0.0;1.0;32.91808877855155;0.7501407409999999
1;0;10;0.7;21.82;6000.0;0.0;0.0;63.829002716524585;0.700422
1;0;14;0.8;22.52;6840.0;0.0;0.0;35.39916946342757;0.25005760225
1;0;5;0.8;30.1;7140.0;0.0;0.0;47.4913157308476;0.653431373
1;0;14;0.75;22.52;6840.0;0.0;0.0;45.86286687009943;0.25005760225
0;1;5;0.65;4.15;1440.0;0.0;0.0;49.929726234933995;0.8213541670000001
1;0;13;0.8;15.26;3720.0;0.0;0.0;54.955373768064504;0.999999
1;0;6;0.75;18.79;1560.0;0.0;0.0;38.20675475060999;0.750520115
1;0;13;0.8;11.61;5310.0;0.0;0.0;40.388590626123516;0.999999
1;0;11;0.7;11.41;3360.0;0.0;2.0;49.64521166260175;0.8211125
0;1;10;0.8;3.94;1200.0;0.0;0.0;40.580554586184284;0.971866667
1;0;13;0.8;15.26;1440.0;0.0;0.0;43.63059226349528;0.999999
0;1;11;0.8;4.15;2700.0;0.0;0.0;40.549993993426206;0.888686869
0;1;5;0.65;4.15;1440.0;0.0;0.0;36.798180663669086;0.864583333
0;1;2;0.8;3.94;1200.0;0.0;0.0;70.69016868566516;0.971866667
0;1;12;0.8;4.08;1080.0;0.0;0.0;36.98797816070591;0.8915555559999999
0;1;4;0.75;5.13;960.0;0.0;0.0;32.40753370501504;0.656666667
1;0;1;0.8;22.52;3960.0;0.0;0.0;47.6145546183032;0.800279693
1;0;4;0.8;28.08;4260.0;0.0;0.0;52.60711842343976;0.800598058
0;1;1;0.8;3.94;960.0;0.0;0.0;49.30411693281307;0.9029166670000001
1;0;3;0.8;19.87;9900.0;0.0;0.0;51.51219861924951;0.8002738290000001
0;1;8;0.7;4.6;960.0;0.0;0.0;63.79616756551441;0.658541667
0;1;14;0.8;3.94;2160.0;0.0;0.0;33.35345494977643;0.24168981475
1;0;6;0.35;22.53;2640.0;0.0;1.0;42.50681966678785;0.26369382
1;0;12;0.8;15.26;4080.0;0.0;0.0;47.99246429311398;0.8004019609999999
0;1;4;0.75;4.15;2400.0;0.0;0.0;36.89878147887518;0.287041667
0;1;14;0.8;3.94;1920.0;0.0;0.0;37.642825086414504;0.240264757
0;1;10;0.8;3.94;1260.0;0.0;0.0;57.38675396072134;0.332359307
0;1;13;0.8;4.08;1080.0;0.0;0.0;70.6613730664828;0.999999
0;1;7;0.75;4.6;960.0;0.0;0.0;45.17309871839373;0.676666667
1;0;14;0.8;22.52;6840.0;0.0;0.0;59.922462183162786;0.25005760225
0;1;11;0.65;3.94;600.0;0.0;0.0;50.647962887166614;0.971866667
0;1;14;0.7;3.9;960.0;0.0;0.0;55.32439151852837;0.11009375
0;1;11;0.8;2.9;2400.0;0.0;0.0;67.23841999825224;0.874027778
1;0;4;0.65;23.69;7200.0;0.0;0.0;35.65755510420032;0.52118
0;1;7;0.65;3.94;2520.0;0.0;0.0;38.98554976450713;0.749188312
1;0;4;0.8;30.1;7140.0;0.0;1.0;50.12287550313771;0.800137255
1;0;6;0.8;11.61;6360.0;0.0;0.0;40.95942354587241;0.8001919890000001
1;0;4;0.75;30.1;7140.0;0.0;1.0;41.508299008999515;0.598627451
1;0;8;0.7;30.48;6840.0;0.0;1.0;54.891541250566576;0.7005052629999999
1;0;9;0.8;26.16;10620.0;0.0;0.0;45.770613390906064;0.9002157159999999
0;1;10;0.8;3.94;1200.0;0.0;0.0;49.178504899292804;0.8865
1;0;10;0.7;21.82;6120.0;0.0;1.0;60.798608325340105;0.700236601
0;1;2;0.8;3.94;1440.0;0.0;0.0;43.6651707873642;0.805909091
0;1;13;0.8;4.6;3780.0;0.0;0.0;48.75153479279123;0.999999
0;1;7;0.8;4.6;3360.0;0.0;0.0;45.06677390749931;0.342361111
0;1;10;0.8;3.94;1440.0;0.0;0.0;42.06015406117638;0.846950758
0;1;14;0.8;3.94;1440.0;0.0;0.0;41.89553764641319;0.19905208324999998
1;0;13;0.75;15.26;6120.0;0.0;0.0;48.66636120895041;0.999999
0;1;4;0.8;4.3;1440.0;0.0;0.0;34.569977625935664;0.8450694440000001
0;1;11;0.8;2.9;0.0;0.0;0.0;59.42599003144291;0.960625
0;1;5;0.8;4.6;7560.0;0.0;0.0;51.756999779691455;0.921604938
0;1;1;0.7;3.94;1800.0;0.0;0.0;54.34505848157515;0.9103787879999999
1;0;3;0.8;22.52;6840.0;0.0;0.0;59.4757420994662;0.950185965
1;0;6;0.75;18.79;3960.0;0.0;0.0;43.63293104020327;0.75065101
1;0;14;0.75;26.82;7140.0;0.0;0.0;30.423607102277018;0.21260672274999998
0;1;8;0.75;4.6;3360.0;0.0;0.0;3.812153051918081;0.376597222
1;0;14;0.6;22.53;5040.0;0.0;1.0;32.53561517375421;0.0670535715
1;0;12;0.7;15.26;6120.0;0.0;0.0;50.09065416450986;0.70043672
0;1;1;0.75;3.94;1800.0;0.0;0.0;45.01048138233005;0.971866667
1;0;14;0.8;28.08;6660.0;0.0;0.0;61.45092026728589;0.20005945949999998
0;1;14;0.7;3.94;15000.0;0.0;0.0;17.052651431184426;0.1624155555
1;0;4;0.6;30.1;6780.0;0.0;1.0;46.00995963764065;0.600224189
1;0;7;0.8;25.9;6720.0;0.0;0.0;64.6379630773202;0.800125
1;0;8;0.7;29.4;6840.0;0.0;2.0;63.493194720380586;0.700614035
0;1;9;0.8;3.94;1800.0;0.0;0.0;34.186671686760654;0.964106061
0;1;1;0.75;3.94;1920.0;0.0;0.0;40.721527939370375;0.812625
0;1;13;0.8;4.08;1080.0;0.0;0.0;16.75503027475189;0.999999
0;1;3;0.8;4.6;6300.0;0.0;0.0;73.83783215673873;0.921703704
0;1;12;0.8;4.6;3780.0;0.0;0.0;40.20830653845897;0.607654321
1;0;8;0.7;24.26;6840.0;0.0;0.0;59.110379686642105;0.496549708
1;0;6;0.8;11.61;7200.0;0.0;0.0;25.45222150656147;0.8002460109999999
1;0;14;0.75;22.94;10260.0;0.0;0.0;57.49807757788639;0.225162015
0;1;8;0.8;2.9;960.0;0.0;0.0;53.69142165370074;0.6283333329999999
0;1;12;0.8;5.13;1080.0;0.0;0.0;75.3703388464055;0.9025
1;0;9;0.8;26.16;10620.0;0.0;0.0;62.557414311239285;0.8001171029999999
1;0;12;0.75;15.26;4200.0;0.0;0.0;41.63147243498228;0.750646667
0;1;9;0.75;2.9;960.0;0.0;0.0;28.735295716411894;0.453125
1;0;13;0.8;15.26;4080.0;0.0;0.0;55.267669229489194;0.999999
0;1;14;0.75;3.94;2280.0;0.0;0.0;38.23320644781891;0.23760964899999998
1;0;13;0.8;11.61;6975.0;0.0;0.0;60.23910978814682;0.999999
